"dep","prov","dist","cat_age","N"
"huanuco","huamalies","llata","70-79",792
"huanuco","huamalies","llata","80+",430
"huanuco","huamalies","miraflores","60-69",161
"huanuco","huamalies","miraflores","70-79",102
"huanuco","huamalies","miraflores","80+",52
"huanuco","huamalies","monzon","60-69",702
"huanuco","huamalies","monzon","70-79",398
"huanuco","huamalies","monzon","80+",126
"huanuco","huamalies","punchao","60-69",141
"huanuco","huamalies","punchao","70-79",90
"huanuco","huamalies","punchao","80+",45
"huanuco","huamalies","punos","60-69",281
"huanuco","huamalies","punos","70-79",156
"huanuco","huamalies","punos","80+",73
"huanuco","huamalies","singa","60-69",236
"huanuco","huamalies","singa","70-79",182
"huanuco","huamalies","singa","80+",96
"huanuco","huamalies","tantamayo","60-69",113
"huanuco","huamalies","tantamayo","70-79",92
"huanuco","huamalies","tantamayo","80+",54
"huanuco","huanuco","amarilis","60-69",4646
"huanuco","huanuco","amarilis","70-79",2442
"huanuco","huanuco","amarilis","80+",1247
"huanuco","huanuco","chinchao","60-69",845
"huanuco","huanuco","chinchao","70-79",515
"huanuco","huanuco","chinchao","80+",259
"huanuco","huanuco","churubamba","60-69",910
"huanuco","huanuco","churubamba","70-79",544
"huanuco","huanuco","churubamba","80+",274
"huanuco","huanuco","huanuco","60-69",5189
"huanuco","huanuco","huanuco","70-79",3186
"huanuco","huanuco","huanuco","80+",1644
"huanuco","huanuco","margos","60-69",356
"huanuco","huanuco","margos","70-79",257
"huanuco","huanuco","margos","80+",98
"huanuco","huanuco","pillco marca","60-69",1964
"huanuco","huanuco","pillco marca","70-79",958
"huanuco","huanuco","pillco marca","80+",457
"huanuco","huanuco","quisqui (kichki)","60-69",222
"huanuco","huanuco","quisqui (kichki)","70-79",159
"huanuco","huanuco","quisqui (kichki)","80+",65
"huanuco","huanuco","san francisco de cayran","60-69",344
"huanuco","huanuco","san francisco de cayran","70-79",227
"huanuco","huanuco","san francisco de cayran","80+",115
"huanuco","huanuco","san pablo de pillao","60-69",417
"huanuco","huanuco","san pablo de pillao","70-79",208
"huanuco","huanuco","san pablo de pillao","80+",83
"huanuco","huanuco","san pedro de chaulan","60-69",183
"huanuco","huanuco","san pedro de chaulan","70-79",155
"huanuco","huanuco","san pedro de chaulan","80+",62
"huanuco","huanuco","santa maria del valle","60-69",1083
"huanuco","huanuco","santa maria del valle","70-79",654
"huanuco","huanuco","santa maria del valle","80+",360
"huanuco","huanuco","yacus","60-69",315
"huanuco","huanuco","yacus","70-79",238
"huanuco","huanuco","yacus","80+",69
"huanuco","huanuco","yarumayo","60-69",112
"huanuco","huanuco","yarumayo","70-79",86
"huanuco","huanuco","yarumayo","80+",36
"huanuco","lauricocha","banos","60-69",149
"huanuco","lauricocha","banos","70-79",100
"huanuco","lauricocha","banos","80+",58
"huanuco","lauricocha","jesus","60-69",305
"huanuco","lauricocha","jesus","70-79",193
"huanuco","lauricocha","jesus","80+",100
"huanuco","lauricocha","jivia","60-69",96
"huanuco","lauricocha","jivia","70-79",56
"huanuco","lauricocha","jivia","80+",34
"huanuco","lauricocha","queropalca","60-69",59
"huanuco","lauricocha","queropalca","70-79",41
"huanuco","lauricocha","queropalca","80+",24
"huanuco","lauricocha","rondos","60-69",265
"huanuco","lauricocha","rondos","70-79",191
"huanuco","lauricocha","rondos","80+",110
"huanuco","lauricocha","san francisco de asis","60-69",124
"huanuco","lauricocha","san francisco de asis","70-79",97
"huanuco","lauricocha","san francisco de asis","80+",32
"huanuco","lauricocha","san miguel de cauri","60-69",227
"huanuco","lauricocha","san miguel de cauri","70-79",142
"huanuco","lauricocha","san miguel de cauri","80+",58
"huanuco","leoncio prado","castillo grande","60-69",714
"huanuco","leoncio prado","castillo grande","70-79",332
"huanuco","leoncio prado","castillo grande","80+",165
"huanuco","leoncio prado","daniel alomia robles","60-69",309
"huanuco","leoncio prado","daniel alomia robles","70-79",178
"huanuco","leoncio prado","daniel alomia robles","80+",58
"huanuco","leoncio prado","hermilio valdizan","60-69",200
"huanuco","leoncio prado","hermilio valdizan","70-79",89
"huanuco","leoncio prado","hermilio valdizan","80+",36
"huanuco","leoncio prado","jose crespo y castillo","60-69",1070
"huanuco","leoncio prado","jose crespo y castillo","70-79",517
"huanuco","leoncio prado","jose crespo y castillo","80+",230
"huanuco","leoncio prado","luyando","60-69",468
"huanuco","leoncio prado","luyando","70-79",229
"huanuco","leoncio prado","luyando","80+",122
"huanuco","leoncio prado","mariano damaso beraun","60-69",515
"huanuco","leoncio prado","mariano damaso beraun","70-79",294
"huanuco","leoncio prado","mariano damaso beraun","80+",111
"huanuco","leoncio prado","pucayacu","60-69",170
"huanuco","leoncio prado","pucayacu","70-79",69
"huanuco","leoncio prado","pucayacu","80+",38
"huanuco","leoncio prado","pueblo nuevo","60-69",233
"huanuco","leoncio prado","pueblo nuevo","70-79",130
"huanuco","leoncio prado","pueblo nuevo","80+",63
"huanuco","leoncio prado","rupa-rupa","60-69",2784
"huanuco","leoncio prado","rupa-rupa","70-79",1252
"huanuco","leoncio prado","rupa-rupa","80+",618
"huanuco","leoncio prado","santo domingo de anda","60-69",135
"huanuco","leoncio prado","santo domingo de anda","70-79",73
"huanuco","leoncio prado","santo domingo de anda","80+",29
"huanuco","maranon","cholon","60-69",245
"huanuco","maranon","cholon","70-79",115
"huanuco","maranon","cholon","80+",34
"huanuco","maranon","huacrachuco","60-69",791
"huanuco","maranon","huacrachuco","70-79",520
"huanuco","maranon","huacrachuco","80+",228
"huanuco","maranon","la morada","60-69",127
"huanuco","maranon","la morada","70-79",51
"huanuco","maranon","la morada","80+",25
"huanuco","maranon","san buenaventura","60-69",90
"huanuco","maranon","san buenaventura","70-79",75
"huanuco","maranon","san buenaventura","80+",29
"huanuco","maranon","santa rosa de alto yanajanca","60-69",80
"huanuco","maranon","santa rosa de alto yanajanca","70-79",25
"huanuco","maranon","santa rosa de alto yanajanca","80+",8
"huanuco","pachitea","chaglla","60-69",469
"huanuco","pachitea","chaglla","70-79",307
"huanuco","pachitea","chaglla","80+",127
"huanuco","pachitea","molino","60-69",521
"huanuco","pachitea","molino","70-79",279
"huanuco","pachitea","molino","80+",136
"huanuco","pachitea","panao","60-69",751
"huanuco","pachitea","panao","70-79",434
"huanuco","pachitea","panao","80+",183
"huanuco","pachitea","umari","60-69",609
"huanuco","pachitea","umari","70-79",428
"huanuco","pachitea","umari","80+",178
"huanuco","puerto inca","codo del pozuzo","60-69",236
"huanuco","puerto inca","codo del pozuzo","70-79",131
"huanuco","puerto inca","codo del pozuzo","80+",38
"huanuco","puerto inca","honoria","60-69",220
"huanuco","puerto inca","honoria","70-79",124
"huanuco","puerto inca","honoria","80+",41
"huanuco","puerto inca","puerto inca","60-69",384
"huanuco","puerto inca","puerto inca","70-79",168
"huanuco","puerto inca","puerto inca","80+",59
"huanuco","puerto inca","tournavista","60-69",231
"huanuco","puerto inca","tournavista","70-79",103
"huanuco","puerto inca","tournavista","80+",43
"huanuco","puerto inca","yuyapichis","60-69",251
"huanuco","puerto inca","yuyapichis","70-79",88
"huanuco","puerto inca","yuyapichis","80+",26
"huanuco","yarowilca","aparicio pomares","60-69",338
"huanuco","yarowilca","aparicio pomares","70-79",221
"huanuco","yarowilca","aparicio pomares","80+",102
"huanuco","yarowilca","cahuac","60-69",114
"huanuco","yarowilca","cahuac","70-79",87
"huanuco","yarowilca","cahuac","80+",46
"huanuco","yarowilca","chacabamba","60-69",82
"huanuco","yarowilca","chacabamba","70-79",63
"huanuco","yarowilca","chacabamba","80+",27
"huanuco","yarowilca","chavinillo","60-69",364
"huanuco","yarowilca","chavinillo","70-79",272
"huanuco","yarowilca","chavinillo","80+",92
"huanuco","yarowilca","choras","60-69",182
"huanuco","yarowilca","choras","70-79",132
"huanuco","yarowilca","choras","80+",49
"huanuco","yarowilca","jacas chico","60-69",104
"huanuco","yarowilca","jacas chico","70-79",61
"huanuco","yarowilca","jacas chico","80+",27
"huanuco","yarowilca","obas","60-69",324
"huanuco","yarowilca","obas","70-79",241
"huanuco","yarowilca","obas","80+",81
"huanuco","yarowilca","pampamarca","60-69",80
"huanuco","yarowilca","pampamarca","70-79",61
"huanuco","yarowilca","pampamarca","80+",31
"ica","chincha","alto laran","60-69",397
"ica","chincha","alto laran","70-79",227
"ica","chincha","alto laran","80+",137
"ica","chincha","chavin","60-69",63
"ica","chincha","chavin","70-79",46
"ica","chincha","chavin","80+",24
"ica","chincha","chincha alta","60-69",4420
"ica","chincha","chincha alta","70-79",2568
"ica","chincha","chincha alta","80+",1389
"ica","chincha","chincha baja","60-69",834
"ica","chincha","chincha baja","70-79",504
"ica","chincha","chincha baja","80+",255
"ica","chincha","el carmen","60-69",767
"ica","chincha","el carmen","70-79",409
"ica","chincha","el carmen","80+",218
"ica","chincha","grocio prado","60-69",1486
"ica","chincha","grocio prado","70-79",886
"ica","chincha","grocio prado","80+",441
"ica","chincha","pueblo nuevo","60-69",3250
"ica","chincha","pueblo nuevo","70-79",1766
"ica","chincha","pueblo nuevo","80+",901
"ica","chincha","san juan de yanac","60-69",126
"ica","chincha","san juan de yanac","70-79",71
"ica","chincha","san juan de yanac","80+",48
"ica","chincha","san pedro de huacarpana","60-69",94
"ica","chincha","san pedro de huacarpana","70-79",49
"ica","chincha","san pedro de huacarpana","80+",19
"ica","chincha","sunampe","60-69",1798
"ica","chincha","sunampe","70-79",1049
"ica","chincha","sunampe","80+",607
"ica","chincha","tambo de mora","60-69",345
"ica","chincha","tambo de mora","70-79",195
"ica","chincha","tambo de mora","80+",94
"ica","ica","ica","60-69",10827
"ica","ica","ica","70-79",6537
"ica","ica","ica","80+",3988
"ica","ica","la tinguina","60-69",2125
"ica","ica","la tinguina","70-79",1223
"ica","ica","la tinguina","80+",783
"ica","ica","los aquijes","60-69",1215
"ica","ica","los aquijes","70-79",666
"ica","ica","los aquijes","80+",460
"ica","ica","ocucaje","60-69",323
"ica","ica","ocucaje","70-79",222
"ica","ica","ocucaje","80+",150
"ica","ica","pachacutec","60-69",375
"ica","ica","pachacutec","70-79",199
"ica","ica","pachacutec","80+",136
"ica","ica","parcona","60-69",3186
"ica","ica","parcona","70-79",1836
"ica","ica","parcona","80+",1098
"ica","ica","pueblo nuevo","60-69",413
"ica","ica","pueblo nuevo","70-79",273
"ica","ica","pueblo nuevo","80+",208
"ica","ica","salas","60-69",1103
"ica","ica","salas","70-79",615
"ica","ica","salas","80+",353
"ica","ica","san jose de los molinos","60-69",486
"ica","ica","san jose de los molinos","70-79",286
"ica","ica","san jose de los molinos","80+",164
"ica","ica","san juan bautista","60-69",910
"ica","ica","san juan bautista","70-79",439
"ica","ica","san juan bautista","80+",281
"ica","ica","santiago","60-69",1433
"ica","ica","santiago","70-79",927
"ica","ica","santiago","80+",539
"ica","ica","subtanjalla","60-69",1376
"ica","ica","subtanjalla","70-79",733
"ica","ica","subtanjalla","80+",352
"ica","ica","tate","60-69",284
"ica","ica","tate","70-79",164
"ica","ica","tate","80+",105
"ica","ica","yauca del rosario","60-69",185
"ica","ica","yauca del rosario","70-79",162
"ica","ica","yauca del rosario","80+",105
"ica","nasca","changuillo","60-69",142
"ica","nasca","changuillo","70-79",115
"ica","nasca","changuillo","80+",45
"ica","nasca","el ingenio","60-69",223
"ica","nasca","el ingenio","70-79",128
"ica","nasca","el ingenio","80+",80
"ica","nasca","marcona","60-69",1079
"ica","nasca","marcona","70-79",400
"ica","nasca","marcona","80+",127
"ica","nasca","nasca","60-69",1931
"ica","nasca","nasca","70-79",1101
"ica","nasca","nasca","80+",550
"ica","nasca","vista alegre","60-69",1034
"ica","nasca","vista alegre","70-79",604
"ica","nasca","vista alegre","80+",341
"ica","palpa","llipata","60-69",84
"ica","palpa","llipata","70-79",66
"ica","palpa","llipata","80+",33
"ica","palpa","palpa","60-69",533
"ica","palpa","palpa","70-79",359
"ica","palpa","palpa","80+",238
"ica","palpa","rio grande","60-69",214
"ica","palpa","rio grande","70-79",133
"ica","palpa","rio grande","80+",94
"ica","palpa","santa cruz","60-69",98
"ica","palpa","santa cruz","70-79",52
"ica","palpa","santa cruz","80+",34
"ica","palpa","tibillo","60-69",31
"ica","palpa","tibillo","70-79",27
"ica","palpa","tibillo","80+",26
"ica","pisco","huancano","60-69",105
"ica","pisco","huancano","70-79",57
"ica","pisco","huancano","80+",29
"ica","pisco","humay","60-69",365
"ica","pisco","humay","70-79",193
"ica","pisco","humay","80+",94
"ica","pisco","independencia","60-69",736
"ica","pisco","independencia","70-79",490
"ica","pisco","independencia","80+",213
"ica","pisco","paracas","60-69",276
"ica","pisco","paracas","70-79",127
"ica","pisco","paracas","80+",40
"ica","pisco","pisco","60-69",4519
"ica","pisco","pisco","70-79",2547
"ica","pisco","pisco","80+",1244
"ica","pisco","san andres","60-69",774
"ica","pisco","san andres","70-79",512
"ica","pisco","san andres","80+",229
"ica","pisco","san clemente","60-69",1175
"ica","pisco","san clemente","70-79",623
"ica","pisco","san clemente","80+",315
"ica","pisco","tupac amaru inca","60-69",874
"ica","pisco","tupac amaru inca","70-79",504
"ica","pisco","tupac amaru inca","80+",222
"junin","chanchamayo","chanchamayo","60-69",1812
"junin","chanchamayo","chanchamayo","70-79",902
"junin","chanchamayo","chanchamayo","80+",425
"junin","chanchamayo","perene","60-69",2444
"junin","chanchamayo","perene","70-79",1257
"junin","chanchamayo","perene","80+",485
"junin","chanchamayo","pichanaqui","60-69",1797
"junin","chanchamayo","pichanaqui","70-79",781
"junin","chanchamayo","pichanaqui","80+",271
"junin","chanchamayo","san luis de shuaro","60-69",324
"junin","chanchamayo","san luis de shuaro","70-79",190
"junin","chanchamayo","san luis de shuaro","80+",84
"junin","chanchamayo","san ramon","60-69",1665
"junin","chanchamayo","san ramon","70-79",917
"junin","chanchamayo","san ramon","80+",410
"junin","chanchamayo","vitoc","60-69",124
"junin","chanchamayo","vitoc","70-79",96
"junin","chanchamayo","vitoc","80+",49
"junin","chupaca","ahuac","60-69",516
"junin","chupaca","ahuac","70-79",393
"junin","chupaca","ahuac","80+",213
"junin","chupaca","chongos bajo","60-69",377
"junin","chupaca","chongos bajo","70-79",284
"junin","chupaca","chongos bajo","80+",163
"junin","chupaca","chupaca","60-69",1246
"junin","chupaca","chupaca","70-79",776
"junin","chupaca","chupaca","80+",441
"junin","chupaca","huachac","60-69",277
"junin","chupaca","huachac","70-79",208
"junin","chupaca","huachac","80+",113
"junin","chupaca","huamancaca chico","60-69",445
"junin","chupaca","huamancaca chico","70-79",270
"junin","chupaca","huamancaca chico","80+",128
"junin","chupaca","san juan de iscos","60-69",235
"junin","chupaca","san juan de iscos","70-79",181
"junin","chupaca","san juan de iscos","80+",81
"junin","chupaca","san juan de jarpa","60-69",248
"junin","chupaca","san juan de jarpa","70-79",176
"junin","chupaca","san juan de jarpa","80+",96
"junin","chupaca","tres de diciembre","60-69",180
"junin","chupaca","tres de diciembre","70-79",129
"junin","chupaca","tres de diciembre","80+",87
"junin","chupaca","yanacancha","60-69",180
"junin","chupaca","yanacancha","70-79",133
"junin","chupaca","yanacancha","80+",48
"junin","concepcion","aco","60-69",161
"junin","concepcion","aco","70-79",136
"junin","concepcion","aco","80+",59
"junin","concepcion","andamarca","60-69",270
"junin","concepcion","andamarca","70-79",185
"junin","concepcion","andamarca","80+",97
"junin","concepcion","chambara","60-69",195
"junin","concepcion","chambara","70-79",157
"junin","concepcion","chambara","80+",62
"junin","concepcion","cochas","60-69",147
"junin","concepcion","cochas","70-79",87
"junin","concepcion","cochas","80+",54
"junin","concepcion","comas","60-69",359
"junin","concepcion","comas","70-79",267
"junin","concepcion","comas","80+",155
"junin","concepcion","concepcion","60-69",1025
"junin","concepcion","concepcion","70-79",656
"junin","concepcion","concepcion","80+",355
"junin","concepcion","heroinas toledo","60-69",79
"junin","concepcion","heroinas toledo","70-79",57
"junin","concepcion","heroinas toledo","80+",34
"junin","concepcion","manzanares","60-69",108
"junin","concepcion","manzanares","70-79",105
"junin","concepcion","manzanares","80+",49
"junin","concepcion","mariscal castilla","60-69",98
"junin","concepcion","mariscal castilla","70-79",64
"junin","concepcion","mariscal castilla","80+",26
"junin","concepcion","matahuasi","60-69",368
"junin","concepcion","matahuasi","70-79",230
"junin","concepcion","matahuasi","80+",189
"junin","concepcion","mito","60-69",106
"junin","concepcion","mito","70-79",86
"junin","concepcion","mito","80+",44
"junin","concepcion","nueve de julio","60-69",154
"junin","concepcion","nueve de julio","70-79",94
"junin","concepcion","nueve de julio","80+",71
"junin","concepcion","orcotuna","60-69",307
"junin","concepcion","orcotuna","70-79",215
"junin","concepcion","orcotuna","80+",127
"junin","concepcion","san jose de quero","60-69",377
"junin","concepcion","san jose de quero","70-79",316
"junin","concepcion","san jose de quero","80+",126
"junin","concepcion","santa rosa de ocopa","60-69",160
"junin","concepcion","santa rosa de ocopa","70-79",114
"junin","concepcion","santa rosa de ocopa","80+",86
"junin","huancayo","carhuacallanga","60-69",56
"junin","huancayo","carhuacallanga","70-79",53
"junin","huancayo","carhuacallanga","80+",28
"junin","huancayo","chacapampa","60-69",116
"junin","huancayo","chacapampa","70-79",125
"junin","huancayo","chacapampa","80+",68
"junin","huancayo","chicche","60-69",101
"junin","huancayo","chicche","70-79",89
"junin","huancayo","chicche","80+",33
"junin","huancayo","chilca","60-69",4705
"junin","huancayo","chilca","70-79",2658
"junin","huancayo","chilca","80+",1415
"junin","huancayo","chongos alto","60-69",162
"junin","huancayo","chongos alto","70-79",136
"junin","huancayo","chongos alto","80+",73
"junin","huancayo","chupuro","60-69",154
"junin","huancayo","chupuro","70-79",126
"junin","huancayo","chupuro","80+",57
"junin","huancayo","colca","60-69",132
"junin","huancayo","colca","70-79",95
"junin","huancayo","colca","80+",55
"junin","huancayo","cullhuas","60-69",139
"junin","huancayo","cullhuas","70-79",99
"junin","huancayo","cullhuas","80+",43
"junin","huancayo","el tambo","60-69",11361
"junin","huancayo","el tambo","70-79",6945
"junin","huancayo","el tambo","80+",3476
"junin","huancayo","huacrapuquio","60-69",127
"junin","huancayo","huacrapuquio","70-79",107
"junin","huancayo","huacrapuquio","80+",62
"junin","huancayo","hualhuas","60-69",324
"junin","huancayo","hualhuas","70-79",192
"junin","huancayo","hualhuas","80+",102
"junin","huancayo","huancan","60-69",945
"junin","huancayo","huancan","70-79",558
"junin","huancayo","huancan","80+",276
"junin","huancayo","huancayo","60-69",7945
"junin","huancayo","huancayo","70-79",4314
"junin","huancayo","huancayo","80+",2284
"junin","huancayo","huasicancha","60-69",81
"junin","huancayo","huasicancha","70-79",53
"junin","huancayo","huasicancha","80+",25
"junin","huancayo","huayucachi","60-69",565
"junin","huancayo","huayucachi","70-79",368
"junin","huancayo","huayucachi","80+",200
"junin","huancayo","ingenio","60-69",199
"junin","huancayo","ingenio","70-79",119
"junin","huancayo","ingenio","80+",59
"junin","huancayo","pariahuanca","60-69",418
"junin","huancayo","pariahuanca","70-79",313
"junin","huancayo","pariahuanca","80+",134
"junin","huancayo","pilcomayo","60-69",1048
"junin","huancayo","pilcomayo","70-79",656
"junin","huancayo","pilcomayo","80+",302
"junin","huancayo","pucara","60-69",388
"junin","huancayo","pucara","70-79",256
"junin","huancayo","pucara","80+",122
"junin","huancayo","quichuay","60-69",134
"junin","huancayo","quichuay","70-79",121
"junin","huancayo","quichuay","80+",45
"junin","huancayo","quilcas","60-69",238
"junin","huancayo","quilcas","70-79",182
"junin","huancayo","quilcas","80+",82
"junin","huancayo","san agustin","60-69",843
"junin","huancayo","san agustin","70-79",537
"junin","huancayo","san agustin","80+",221
"junin","huancayo","san jeronimo de tunan","60-69",696
"junin","huancayo","san jeronimo de tunan","70-79",508
"junin","huancayo","san jeronimo de tunan","80+",244
"junin","huancayo","sano","60-69",292
"junin","huancayo","sano","70-79",212
"junin","huancayo","sano","80+",125
"junin","huancayo","santo domingo de acobamba","60-69",398
"junin","huancayo","santo domingo de acobamba","70-79",289
"junin","huancayo","santo domingo de acobamba","80+",109
"junin","huancayo","sapallanga","60-69",1135
"junin","huancayo","sapallanga","70-79",720
"junin","huancayo","sapallanga","80+",326
"junin","huancayo","sicaya","60-69",811
"junin","huancayo","sicaya","70-79",468
"junin","huancayo","sicaya","80+",283
"junin","huancayo","viques","60-69",148
"junin","huancayo","viques","70-79",111
"junin","huancayo","viques","80+",63
"junin","jauja","acolla","60-69",510
"junin","jauja","acolla","70-79",409
"junin","jauja","acolla","80+",220
"junin","jauja","apata","60-69",302
"junin","jauja","apata","70-79",269
"junin","jauja","apata","80+",135
"junin","jauja","ataura","60-69",73
"junin","jauja","ataura","70-79",90
"junin","jauja","ataura","80+",51
"junin","jauja","canchayllo","60-69",121
"junin","jauja","canchayllo","70-79",69
"junin","jauja","canchayllo","80+",40
"junin","jauja","curicaca","60-69",103
"junin","jauja","curicaca","70-79",56
"junin","jauja","curicaca","80+",36
"junin","jauja","el mantaro","60-69",199
"junin","jauja","el mantaro","70-79",132
"junin","jauja","el mantaro","80+",104
"junin","jauja","huamali","60-69",157
"junin","jauja","huamali","70-79",89
"junin","jauja","huamali","80+",64
"junin","jauja","huaripampa","60-69",95
"junin","jauja","huaripampa","70-79",80
"junin","jauja","huaripampa","80+",43
"junin","jauja","huertas","60-69",144
"junin","jauja","huertas","70-79",114
"junin","jauja","huertas","80+",71
"junin","jauja","janjaillo","60-69",80
"junin","jauja","janjaillo","70-79",72
"junin","jauja","janjaillo","80+",25
"junin","jauja","jauja","60-69",1277
"junin","jauja","jauja","70-79",747
"junin","jauja","jauja","80+",383
"junin","jauja","julcan","60-69",63
"junin","jauja","julcan","70-79",52
"junin","jauja","julcan","80+",43
"junin","jauja","leonor ordonez","60-69",133
"junin","jauja","leonor ordonez","70-79",86
"junin","jauja","leonor ordonez","80+",77
"junin","jauja","llocllapampa","60-69",103
"junin","jauja","llocllapampa","70-79",98
"junin","jauja","llocllapampa","80+",43
"junin","jauja","marco","60-69",147
"junin","jauja","marco","70-79",154
"junin","jauja","marco","80+",83
"junin","jauja","masma","60-69",121
"junin","jauja","masma","70-79",137
"junin","jauja","masma","80+",66
"junin","jauja","masma chicche","60-69",60
"junin","jauja","masma chicche","70-79",45
"junin","jauja","masma chicche","80+",21
"junin","jauja","molinos","60-69",135
"junin","jauja","molinos","70-79",96
"junin","jauja","molinos","80+",55
"junin","jauja","monobamba","60-69",101
"junin","jauja","monobamba","70-79",69
"junin","jauja","monobamba","80+",34
"junin","jauja","muqui","60-69",91
"junin","jauja","muqui","70-79",72
"junin","jauja","muqui","80+",53
"junin","jauja","muquiyauyo","60-69",174
"junin","jauja","muquiyauyo","70-79",148
"junin","jauja","muquiyauyo","80+",123
"junin","jauja","paca","60-69",86
"junin","jauja","paca","70-79",93
"junin","jauja","paca","80+",66
"junin","jauja","paccha","60-69",131
"junin","jauja","paccha","70-79",93
"junin","jauja","paccha","80+",44
"junin","jauja","pancan","60-69",115
"junin","jauja","pancan","70-79",80
"junin","jauja","pancan","80+",43
"junin","jauja","parco","60-69",104
"junin","jauja","parco","70-79",92
"junin","jauja","parco","80+",57
"junin","jauja","pomacancha","60-69",118
"junin","jauja","pomacancha","70-79",97
"junin","jauja","pomacancha","80+",32
"junin","jauja","ricran","60-69",117
"junin","jauja","ricran","70-79",98
"junin","jauja","ricran","80+",30
"junin","jauja","san lorenzo","60-69",155
"junin","jauja","san lorenzo","70-79",107
"junin","jauja","san lorenzo","80+",59
"junin","jauja","san pedro de chunan","60-69",55
"junin","jauja","san pedro de chunan","70-79",46
"junin","jauja","san pedro de chunan","80+",41
"junin","jauja","sausa","60-69",188
"junin","jauja","sausa","70-79",126
"junin","jauja","sausa","80+",73
"junin","jauja","sincos","60-69",306
"junin","jauja","sincos","70-79",205
"junin","jauja","sincos","80+",91
"junin","jauja","tunan marca","60-69",121
"junin","jauja","tunan marca","70-79",72
"junin","jauja","tunan marca","80+",45
"junin","jauja","yauli","60-69",107
"junin","jauja","yauli","70-79",93
"junin","jauja","yauli","80+",42
"junin","jauja","yauyos","60-69",600
"junin","jauja","yauyos","70-79",395
"junin","jauja","yauyos","80+",196
"junin","junin","carhuamayo","60-69",456
"junin","junin","carhuamayo","70-79",287
"junin","junin","carhuamayo","80+",141
"junin","junin","junin","60-69",824
"junin","junin","junin","70-79",558
"junin","junin","junin","80+",286
"junin","junin","ondores","60-69",129
"junin","junin","ondores","70-79",115
"junin","junin","ondores","80+",57
"junin","junin","ulcumayo","60-69",385
"junin","junin","ulcumayo","70-79",265
"junin","junin","ulcumayo","80+",144
"junin","satipo","coviriali","60-69",306
"junin","satipo","coviriali","70-79",162
"junin","satipo","coviriali","80+",75
"junin","satipo","llaylla","60-69",405
"junin","satipo","llaylla","70-79",180
"junin","satipo","llaylla","80+",58
"junin","satipo","mazamari","60-69",1086
"junin","satipo","mazamari","70-79",468
"junin","satipo","mazamari","80+",148
"junin","satipo","pampa hermosa","60-69",196
"junin","satipo","pampa hermosa","70-79",110
"junin","satipo","pampa hermosa","80+",37
"junin","satipo","pangoa","60-69",1826
"junin","satipo","pangoa","70-79",795
"junin","satipo","pangoa","80+",272
"junin","satipo","rio negro","60-69",861
"junin","satipo","rio negro","70-79",456
"junin","satipo","rio negro","80+",158
"junin","satipo","rio tambo","60-69",647
"junin","satipo","rio tambo","70-79",188
"junin","satipo","rio tambo","80+",53
"junin","satipo","satipo","60-69",1849
"junin","satipo","satipo","70-79",978
"junin","satipo","satipo","80+",411
"junin","satipo","vizcatan del ene","60-69",98
"junin","satipo","vizcatan del ene","70-79",21
"junin","satipo","vizcatan del ene","80+",9
"junin","tarma","acobamba","60-69",875
"junin","tarma","acobamba","70-79",597
"junin","tarma","acobamba","80+",299
"junin","tarma","huaricolca","60-69",174
"junin","tarma","huaricolca","70-79",97
"junin","tarma","huaricolca","80+",56
"junin","tarma","huasahuasi","60-69",704
"junin","tarma","huasahuasi","70-79",475
"junin","tarma","huasahuasi","80+",285
"junin","tarma","la union","60-69",219
"junin","tarma","la union","70-79",161
"junin","tarma","la union","80+",89
"junin","tarma","palca","60-69",362
"junin","tarma","palca","70-79",273
"junin","tarma","palca","80+",128
"junin","tarma","palcamayo","60-69",334
"junin","tarma","palcamayo","70-79",244
"junin","tarma","palcamayo","80+",132
"junin","tarma","san pedro de cajas","60-69",366
"junin","tarma","san pedro de cajas","70-79",312
"junin","tarma","san pedro de cajas","80+",163
"junin","tarma","tapo","60-69",298
"junin","tarma","tapo","70-79",225
"junin","tarma","tapo","80+",93
"junin","tarma","tarma","60-69",3437
"junin","tarma","tarma","70-79",2186
"junin","tarma","tarma","80+",1118
"junin","yauli","chacapalpa","60-69",60
"junin","yauli","chacapalpa","70-79",49
"junin","yauli","chacapalpa","80+",24
"junin","yauli","huay-huay","60-69",75
"junin","yauli","huay-huay","70-79",59
"junin","yauli","huay-huay","80+",16
"junin","yauli","la oroya","60-69",879
"junin","yauli","la oroya","70-79",431
"junin","yauli","la oroya","80+",195
"junin","yauli","marcapomacocha","60-69",74
"junin","yauli","marcapomacocha","70-79",23
"junin","yauli","marcapomacocha","80+",9
"junin","yauli","morococha","60-69",94
"junin","yauli","morococha","70-79",35
"junin","yauli","morococha","80+",6
"junin","yauli","paccha","60-69",122
"junin","yauli","paccha","70-79",80
"junin","yauli","paccha","80+",38
"junin","yauli","santa barbara de carhuacayan","60-69",64
"junin","yauli","santa barbara de carhuacayan","70-79",53
"junin","yauli","santa barbara de carhuacayan","80+",20
"junin","yauli","santa rosa de sacco","60-69",607
"junin","yauli","santa rosa de sacco","70-79",310
"junin","yauli","santa rosa de sacco","80+",157
"junin","yauli","suitucancha","60-69",46
"junin","yauli","suitucancha","70-79",25
"junin","yauli","suitucancha","80+",19
"junin","yauli","yauli","60-69",189
"junin","yauli","yauli","70-79",65
"junin","yauli","yauli","80+",26
